curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade,lon,lat,curso_resumido,unidade_pad,code_muni,name_muni,code_state,abbrev_state
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,44,40,1.1,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Administração,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,75,40,1.87,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Administração,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - Mtec-N,Noite,41,40,1.02,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Desenvolvimento de Sistemas,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletroeletrônica - MTec-N,Noite,41,40,1.02,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Eletroeletrônica,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - MTec,Manhã,56,40,1.4,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Eletrônica,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Farmácia - MTec,Tarde,165,40,4.12,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Farmácia,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Manhã,97,40,2.42,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Informática para Internet,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Manhã,168,40,4.2,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Marketing,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Programação de Jogos Digitais - MTec,Tarde,86,40,2.15,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Programação de Jogos Digitais,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Manhã,86,40,2.15,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Recursos Humanos,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Farmácia,Noite,89,40,2.22,2025,1,etec-professor-adhemar-batista-hemeritas,-46.5235001,-23.5806819,Farmácia,etec-professor-adhemar-batista-hemeritas,3550308,São Paulo,35,SP
Administração,Noite,65,40,1.62,2025,1,etec-professor-adolpho-arruda-mello-em-francisco-marques-bonilha-martinopolis,-51.1709373,-22.148766,Administração,etec-professor-adolpho-arruda-mello-e...,3529203,Martinópolis,35,SP
Administração,Noite,52,40,1.3,2025,1,etec-professor-adolpho-arruda-mello-emeif-alvares-machado-alvares-machado,-51.4740895,-22.078227,Administração,etec-professor-adolpho-arruda-mello-e...,3501301,Álvares Machado,35,SP
Administração,Noite,46,40,1.14,2025,1,etec-professor-adolpho-arruda-mello-emeif-professor-celestino-martins-padovan-pirapozinho,-51.4997289,-22.2764182,Administração,etec-professor-adolpho-arruda-mello-e...,3539202,Pirapozinho,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec - AMS,Tarde,53,35,1.51,2025,1,etec-professor-adolpho-arruda-mello-fatec-de-presidente-prudente,-51.38731989999999,-22.1207836,Administração,etec-professor-adolpho-arruda-mello-f...,3541406,Presidente Prudente,35,SP
Administração,Noite,61,35,1.74,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Administração,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Contabilidade,Noite,44,35,1.25,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Contabilidade,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,161,35,4.59,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Administração,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,39,35,1.11,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Administração,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Tarde,91,35,2.6,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Informática para Internet,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Manhã,147,35,4.2,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Marketing,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Marketing,Noite,53,35,1.51,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Marketing,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Multimídia,Noite,55,35,1.57,2025,1,etec-professor-adolpho-arruda-mello,-51.38958438755814,-22.12247429678103,Multimídia,etec-professor-adolpho-arruda-mello,3541406,Presidente Prudente,35,SP
Administração - 20% On-line,Noite,68,40,1.7,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Administração,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Contabilidade,Noite,72,40,1.8,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Contabilidade,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,95,40,2.37,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Administração,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,302,80,3.77,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Administração,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,193,40,4.82,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Desenvolvimento de Sistemas,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,131,40,3.27,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Desenvolvimento de Sistemas,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática - MTec,Tarde,91,40,2.27,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Informática,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Farmácia,Noite,79,40,1.97,2025,1,etec-professor-alcidio-de-souza-prado,-47.8911342,-20.7152043,Farmácia,etec-professor-alcidio-de-souza-prado,3534302,Orlândia,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec - AMS,Tarde,158,40,3.95,2025,1,etec-professor-alfredo-de-barros-santos-faculdade-de-tecnologia-joao-mod,-45.2004312,-22.800673,Administração,etec-professor-alfredo-de-barros-sant...,3518404,Guaratinguetá,35,SP
Administração,Noite,68,40,1.7,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Administração,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Eletromecânica,Noite,91,40,2.27,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Eletromecânica,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,301,40,7.52,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Administração,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,302,40,7.55,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Desenvolvimento de Sistemas,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design Gráfico - MTec,Tarde,261,40,6.52,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Design Gráfico,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletromecânica - MTec,Tarde,201,40,5.02,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Eletromecânica,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecânica - MTec-PI,Manhã e Tarde,250,40,6.25,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Mecânica,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Segurança do Trabalho - MTec,Manhã,220,40,5.5,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Segurança do Trabalho,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Informática,Noite,36,40,0.9,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Informática,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Mecânica,Noite,81,40,2.02,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Mecânica,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Segurança do Trabalho,Noite,53,40,1.32,2025,1,etec-professor-alfredo-de-barros-santos,-45.2004312,-22.800673,Segurança do Trabalho,etec-professor-alfredo-de-barros-santos,3518404,Guaratinguetá,35,SP
Administração,Noite,33,30,1.1,2025,1,etec-professor-andre-bogasian-ceu-jaguare,-46.74242905868698,-23.550078849291587,Administração,etec-professor-andre-bogasian-ceu-jag...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,62,30,2.06,2025,1,etec-professor-andre-bogasian-ceu-jaguare,-46.74242905868698,-23.550078849291587,Administração,etec-professor-andre-bogasian-ceu-jag...,3550308,São Paulo,35,SP
Administração,Noite,70,40,1.75,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Administração,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,141,40,3.52,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Administração,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,50,40,1.25,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Administração,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,130,40,3.25,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Administração,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec-PI,Manhã e Tarde,139,40,3.47,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Marketing,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Manhã,198,40,4.95,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Recursos Humanos,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Tarde,69,40,1.72,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Recursos Humanos,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,43,40,1.07,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Recursos Humanos,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas,Manhã,130,40,3.25,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Ciências Humanas e Sociais Aplicadas,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Marketing,Noite,57,40,1.42,2025,1,etec-professor-andre-bogasian,-46.77826899999999,-23.5248286,Marketing,etec-professor-andre-bogasian,3534401,Osasco,35,SP
Administração,Noite,49,35,1.4,2025,1,etec-professor-aprigio-gonzaga-ceu-quinta-do-sol,-46.5391507,-23.5310274,Administração,etec-professor-aprigio-gonzaga-ceu-qu...,3550308,São Paulo,35,SP
Informática,Noite,66,35,1.88,2025,1,etec-professor-aprigio-gonzaga-ceu-quinta-do-sol,-46.5391507,-23.5310274,Informática,etec-professor-aprigio-gonzaga-ceu-qu...,3550308,São Paulo,35,SP
Administração,Noite,53,40,1.32,2025,1,etec-professor-aprigio-gonzaga-ee-coronel-ary-gomes,-46.5554139,-23.4757001,Administração,etec-professor-aprigio-gonzaga-ee-cor...,3518800,Guarulhos,35,SP
Desenvolvimento de Sistemas,Noite,55,40,1.37,2025,1,etec-professor-aprigio-gonzaga-ee-esther-frankel-sampaio,-46.5420584,-23.5151913,Desenvolvimento de Sistemas,etec-professor-aprigio-gonzaga-ee-est...,3550308,São Paulo,35,SP
Administração,Noite,47,40,1.17,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Administração,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,69,40,1.72,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Administração,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,290,40,7.25,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Administração,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletromecânica - MTec,Tarde,97,40,2.42,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Eletromecânica,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - MTec,Manhã,147,40,3.67,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Eletrônica,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - Mtec-N,Noite,14,40,0.35,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Eletrônica,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Guia de Turismo - MTec,Manhã,114,40,2.85,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Guia de Turismo,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec,Manhã,94,40,2.35,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Logística,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Secretariado - MTec,Manhã,125,40,3.12,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Secretariado,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Segurança do Trabalho - MTec,Manhã,134,40,3.35,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Segurança do Trabalho,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Higiene Ocupacional - Especialização,Noite,148,40,3.7,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Higiene Ocupacional,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Segurança do Trabalho,Noite,68,40,1.7,2025,1,etec-professor-aprigio-gonzaga,-46.5391507,-23.5310274,Segurança do Trabalho,etec-professor-aprigio-gonzaga,3550308,São Paulo,35,SP
Contabilidade,Noite,42,40,1.05,2025,1,etec-professor-armando-bayeux-da-silva-ee-joaquim-ribeiro,-47.56088769999999,-22.4163777,Contabilidade,etec-professor-armando-bayeux-da-silv...,3543907,Rio Claro,35,SP
Recursos Humanos,Noite,33,40,0.82,2025,1,etec-professor-armando-bayeux-da-silva-ee-joaquim-ribeiro,-47.56088769999999,-22.4163777,Recursos Humanos,etec-professor-armando-bayeux-da-silv...,3543907,Rio Claro,35,SP
Administração,Noite,113,40,2.82,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Administração,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Eletromecânica,Noite,164,40,4.09,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Eletromecânica,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,203,40,5.07,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Administração,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Automação Industrial - MTec,Manhã,112,40,2.8,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Automação Industrial,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - Mtec-N,Noite,119,40,2.97,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Desenvolvimento de Sistemas,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,152,40,3.8,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Desenvolvimento de Sistemas,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - Mtec-N,Noite,72,40,1.8,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Logística,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecatrônica - MTec,Tarde,75,40,1.87,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Mecatrônica,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas,Manhã,242,40,6.05,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Ciências Humanas e Sociais Aplicadas,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Mecatrônica,Noite,91,40,2.27,2025,1,etec-professor-armando-bayeux-da-silva,-47.561858,-22.4124893,Mecatrônica,etec-professor-armando-bayeux-da-silva,3543907,Rio Claro,35,SP
Contabilidade,Noite,64,40,1.6,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Contabilidade,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Tarde,140,40,3.5,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Informática para Internet,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec-PI,Manhã e Tarde,142,40,3.55,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Química,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Serviços Jurídicos - MTec,Tarde,141,40,3.52,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Serviços Jurídicos,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias,Manhã,190,40,4.75,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Linguagens e suas Tecnologias,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias,Manhã,153,40,3.82,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Matemática e suas Tecnologias,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Informática para Internet,Noite,60,40,1.5,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Informática para Internet,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Marketing,Noite,71,40,1.77,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Marketing,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Segurança do Trabalho,Noite,61,40,1.52,2025,1,etec-professor-armando-jose-farinazzo,-50.2420595,-20.2806135,Segurança do Trabalho,etec-professor-armando-jose-farinazzo,3515509,Fernandópolis,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,55,35,1.57,2025,1,etec-professor-basilides-de-godoy-ceu-parque-anhanguera,-46.7277865,-23.5208186,Administração,etec-professor-basilides-de-godoy-ceu...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - Mtec-N,Noite,47,35,1.34,2025,1,etec-professor-basilides-de-godoy-ceu-parque-anhanguera,-46.7277865,-23.5208186,Logística,etec-professor-basilides-de-godoy-ceu...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,42,35,1.2,2025,1,etec-professor-basilides-de-godoy-ceu-parque-anhanguera,-46.7277865,-23.5208186,Recursos Humanos,etec-professor-basilides-de-godoy-ceu...,3550308,São Paulo,35,SP
Administração - 20% On-line,Noite,48,40,1.2,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Administração,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Desenvolvimento de Sistemas - 20% On-line,Tarde,68,40,1.7,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Desenvolvimento de Sistemas,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Desenvolvimento de Sistemas - 20% On-line,Noite,68,40,1.7,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Desenvolvimento de Sistemas,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Eletrotécnica,Noite,114,40,2.85,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Eletrotécnica,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,103,40,2.57,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Administração,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,348,40,8.69,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Administração,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,514,40,12.85,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Desenvolvimento de Sistemas,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec,Manhã,121,40,3.02,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Logística,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Manhã,304,40,7.6,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Marketing,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecatrônica - MTec,Manhã,195,40,4.87,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Mecatrônica,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecatrônica - MTec,Tarde,70,40,1.75,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Mecatrônica,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Programação de Jogos Digitais - MTec,Manhã,215,40,5.37,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Programação de Jogos Digitais,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Tarde,123,40,3.07,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Recursos Humanos,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Fabricação Mecânica,Noite,58,40,1.45,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Fabricação Mecânica,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Mecatrônica,Noite,68,40,1.7,2025,1,etec-professor-basilides-de-godoy,-46.7277865,-23.5208186,Mecatrônica,etec-professor-basilides-de-godoy,3550308,São Paulo,35,SP
Desenvolvimento de Sistemas,Noite,108,40,2.7,2025,1,etec-professor-camargo-aranha,-46.59794240000001,-23.5532296,Desenvolvimento de Sistemas,etec-professor-camargo-aranha,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,266,40,6.65,2025,1,etec-professor-camargo-aranha,-46.59794240000001,-23.5532296,Administração,etec-professor-camargo-aranha,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,83,40,2.07,2025,1,etec-professor-camargo-aranha,-46.59794240000001,-23.5532296,Administração,etec-professor-camargo-aranha,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Contabilidade - MTec,Manhã,138,40,3.45,2025,1,etec-professor-camargo-aranha,-46.59794240000001,-23.5532296,Contabilidade,etec-professor-camargo-aranha,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Tarde,135,40,3.37,2025,1,etec-professor-camargo-aranha,-46.59794240000001,-23.5532296,Desenvolvimento de Sistemas,etec-professor-camargo-aranha,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,486,40,12.15,2025,1,etec-professor-camargo-aranha,-46.59794240000001,-23.5532296,Desenvolvimento de Sistemas,etec-professor-camargo-aranha,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eventos - MTec,Manhã,112,40,2.8,2025,1,etec-professor-camargo-aranha,-46.59794240000001,-23.5532296,Eventos,etec-professor-camargo-aranha,3550308,São Paulo,35,SP
